"","Ro2020s021","Ro2020s035","Ro2020s001","Ro2020s003","Ro2020s022","Ro2020s028","Ro2020s012","Ro2020s002","Ro2020s008","Ro2020s026","Ro2020s024","Ro2020s037","Ro2020s016","Ro2020s004","Ro2020s019","Ro2020s029","Ro2020s031","Ro2020s027","Ro2020s009","Ro2020s039","Ro2020s010","Ro2020s030","Ro2020s013","Ro2020s020","Ro2020s007","Ro2020s017","Ro2020s014","Ro2020s023","Ro2020s015","Ro2020s033","Ro2020s025","Ro2020s038","Ro2020s011","Ro2020s018","Ro2020s006","Ro2020s005","Ro2020s036","Ro2020s032","Ro2020s034","taxonomy"
"ea48bf108e73bbcff6da047416930540",0,0,4,0,0,0,0,0,0,4,0,0,0,0,2,0,6,0,0,0,0,4,0,0,2,1,4,0,0,2,0,1,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Atribacteria; D_2__JS1; D_3__uncultured organism; D_4__uncultured organism; D_5__uncultured organism; D_6__uncultured organism"
"cab91c77372c372c1f77e28029012bc9",9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,16,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Peptococcaceae; D_5__uncultured; D_6__uncultured bacterium"
"a4765dc67a607b403ea1ead1775cafa2",4,0,0,0,0,2,0,0,2,0,6,0,2,0,0,0,0,3,1,0,0,0,5,0,1,0,0,0,5,0,2,0,8,0,0,0,0,0,0,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales; D_4__Prolixibacteraceae; D_5__uncultured"
"a9c21c4e7e7a47e67ea690735a93c458",0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,"D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia"
"dee5d11b2eb88314fc87acc8589865fb",5,0,4,4,0,15,91,0,77,8,2,0,17,0,10,16,8,10,119,225,102,10,130,8,64,56,37,0,100,0,0,367,115,8,6,6,0,2,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Desulfobacterales; D_4__Desulfobacteraceae; D_5__uncultured"
"6c62b57cf199b9fea276dc4a52c4e3af",0,0,0,0,0,0,6,0,7,0,0,0,3,0,0,0,0,0,11,0,10,0,12,0,7,3,0,0,7,0,0,0,9,0,0,0,0,0,0,"D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Clostridiales Incertae Sedis; D_5__Dethiosulfatibacter; D_6__uncultured bacterium"
"18574499c5d28909afe84b7e02fa307c",21,0,4,0,0,5,63,0,131,11,5,0,30,3,15,5,0,30,83,0,81,0,96,17,105,67,25,0,90,0,8,0,104,7,16,35,3,0,0,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales; D_4__Prolixibacteraceae; D_5__uncultured"
"599fdac7c10473ba7bdfe881e96b3d46",5,0,7,4,0,0,0,1,2,0,6,0,0,4,0,0,0,0,2,0,3,0,0,9,0,0,0,3,0,0,0,0,0,2,0,4,0,0,0,"D_0__Bacteria; D_1__WS1"
"13da6700b78239208410a3355e5b4575",3,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Xanthomonadales; D_4__Xanthomonadaceae; D_5__Stenotrophomonas"
"ad94f0ebcd4d1615eb3c3737ad44992d",70,0,0,0,53,2,6,0,5,0,43,0,66,0,101,24,0,55,10,0,12,0,21,84,8,1,9,8,12,0,22,0,18,93,112,146,0,0,2,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales; D_4__Prolixibacteraceae; D_5__Sunxiuqinia"
"01e1ab4c79febb44b05d0de95b244aab",232,0,37,13,62,65,10,5,9,64,47,2,97,21,78,132,9,79,11,0,6,4,14,261,5,18,3,50,6,3,78,0,11,109,82,89,0,0,2,"D_0__Bacteria; D_1__Planctomycetes; D_2__Phycisphaerae; D_3__MSBL9; D_4__SG8-4; D_5__bacterium enrichment culture clone AOM-SR-B13; D_6__bacterium enrichment culture clone AOM-SR-B13"
"a09ad73cba70b4b69a1d95c34b11a1b6",0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Family XI; D_5__Anaerococcus; D_6__uncultured bacterium"
"4f6cca057c390bee0f859aef0104106a",22,0,19,7,26,35,4,2,0,30,28,0,6,3,7,5,0,2,5,0,4,0,2,16,0,0,0,27,0,0,29,0,4,15,4,6,0,0,0,"D_0__Bacteria; D_1__Planctomycetes; D_2__Planctomycetacia; D_3__Pirellulales; D_4__Pirellulaceae; D_5__uncultured; D_6__uncultured organism"
"31472d495a5f4ccbc1bff543ca13d6e3",4,0,4,4,2,6,2,0,34,4,3,0,4,0,5,2,12,5,6,0,6,17,8,5,18,6,4,0,6,41,0,0,5,0,0,0,0,27,6,"D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Desulfobacterales; D_4__Desulfobulbaceae; D_5__uncultured"
"ab22bcdf43070fb487f560804d61a590",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Peptococcaceae; D_5__uncultured; D_6__uncultured bacterium"
"1f0bdbcebd6779036c9f7e7069c7b871",3,0,17,6,32,9,12,4,7,9,9,2,31,4,81,12,0,29,12,0,16,0,24,4,0,20,3,5,16,0,7,0,16,82,45,52,0,0,0,"D_0__Bacteria; D_1__Planctomycetes; D_2__Phycisphaerae; D_3__MSBL9; D_4__SG8-4; D_5__uncultured Planctomyces sp.; D_6__uncultured Planctomyces sp."
"4c657bf8098653d21647d3399ccb2803",19,0,8,4,61,8,3,3,0,12,230,0,32,4,34,20,0,21,0,0,5,2,4,18,0,3,0,40,4,7,267,0,5,35,18,23,0,4,0,"D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Lachnospiraceae; D_5__Anaerocolumna; D_6__uncultured bacterium"
"775b39a4d21c63614fc446842bde4718",0,0,2,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Chloroflexi; D_2__Anaerolineae; D_3__RBG-13-54-9; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium"
"1858d823d1e884f9bc4e8ccaa34fae34",3,0,0,0,0,0,0,0,2,0,0,0,2,0,7,0,0,0,2,0,0,0,6,0,2,0,0,0,3,0,0,0,3,0,0,0,0,0,0,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Ignavibacteria; D_3__OPB56"
"189adfd3e15709a9f9f36ddbbf859fef",6,0,0,0,8,0,0,0,0,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,4,0,2,0,0,0,"D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Caldicoprobacteraceae; D_5__Caldicoprobacter; D_6__uncultured bacterium"
"857714ef28a3fe681c7518a80f45d16c",4,0,2,0,13,15,0,0,0,8,4,0,0,0,6,7,0,0,0,0,0,0,0,2,0,0,0,3,0,0,10,0,0,5,0,0,0,0,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Pseudomonadales; D_4__Pseudomonadaceae; D_5__Pseudomonas"
"0d410385b940330b20205b60313fb8f9",152,8,10,4,170,19,3,0,11,20,52,0,1,1,27,518,5,11,0,0,0,7,0,184,11,5,0,122,4,5,33,0,8,61,46,41,0,0,4,"D_0__Bacteria; D_1__Tenericutes; D_2__Mollicutes; D_3__Haloplasmatales; D_4__Haloplasmataceae; D_5__Haloplasma; D_6__uncultured bacterium"
"1b8d13faff756af9442656894724d16d",0,0,0,4,1,2,1,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,2,6,4,0,0,0,0,1,0,1,0,0,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Desulfobacterales; D_4__Desulfobacteraceae; D_5__uncultured"
"a35957baf4788e7750ca924175f56b34",188,109,0,0,0,26,0,0,9,19,0,225,0,0,0,6,15,2,2,0,3,25,0,229,13,0,0,0,0,17,0,0,2,2,0,0,279,18,351,"D_0__Bacteria; D_1__Spirochaetes; D_2__Leptospirae; D_3__Leptospirales; D_4__Leptospiraceae; D_5__RBG-16-49-21; D_6__uncultured Leptospira sp."
"8245b983eb77eb4502a692cc70ee674e",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Clostridiaceae 4"
"d4a6a0bb076d9b392cf0ca0865b7fd18",0,0,0,0,21,7,5,0,0,8,2,0,2,0,3,5,0,2,8,0,5,2,8,0,2,0,2,2,5,0,2,0,2,2,0,0,0,0,0,"D_0__Bacteria; D_1__Tenericutes; D_2__Mollicutes; D_3__Haloplasmatales; D_4__Haloplasmataceae; D_5__Haloplasma; D_6__uncultured bacterium"
"ed67ecce45ac8ede71ff8134298832e8",0,0,1,0,0,2,3,0,0,0,0,0,3,0,1,2,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales; D_4__Marinilabiliaceae; D_5__uncultured"
"caaa634f67a2f32755077d108fc0e8c4",0,0,0,0,0,0,3,0,9,0,7,0,8,0,0,131,0,6,6,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Thermoanaerobacterales; D_4__SRB2"
"49cbbba881dac712d4a469bf059c5f75",0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,"D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Clostridiaceae 4; D_5__Salimesophilobacter; Ambiguous_taxa"
"e1437ee88e8a34567a2f784b74e79d62",24,2,2,3,6,695,12,0,11,462,12,2,55,0,16,416,0,51,10,0,3,0,13,31,11,13,2,5,11,0,12,0,15,35,6,16,0,0,5,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales; D_4__Marinilabiliaceae; D_5__Marinilabilia; D_6__Marinilabilia nitratireducens"
"3abf72592bb176c50bb6415e25b75e80",0,0,0,2,0,6,0,2,3,3,0,0,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Chloroflexi; D_2__Anaerolineae; D_3__Anaerolineales; D_4__Anaerolineaceae"
"82b48a0f8ace1945769e45496d3af56b",0,0,0,0,0,5,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Desulfuromonadales; D_4__Desulfuromonadaceae; D_5__Pelobacter"
"36c8643e68b40e646f5d97e4934123ab",0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,3,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Ruminococcaceae; D_5__Ruminococcus 1"
"4c1d8a4f376e46a80110f97ce02f60fd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia"
"a81a614befdb8328c663067044539af0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Deltaproteobacteria; D_3__Desulfuromonadales; D_4__Sva1033; Ambiguous_taxa; Ambiguous_taxa"
"95d6e1da41116c01a515acff9b8f2b94",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,27,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,"D_0__Bacteria; D_1__Chloroflexi; D_2__Anaerolineae; D_3__Anaerolineales; D_4__Anaerolineaceae; D_5__Ornatilinea; D_6__uncultured Chloroflexi bacterium"
"5ac0943d1b43274f71c230a938f7d36d",14,0,0,0,0,0,0,0,3,2,0,0,0,0,0,6,0,0,0,0,0,0,0,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Peptococcaceae"
"05004d76869c203c13c0568e3ae5d9e7",0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,"D_0__Bacteria; D_1__Planctomycetes; D_2__Phycisphaerae; D_3__MSBL9; D_4__4572-13; D_5__uncultured bacterium; D_6__uncultured bacterium"
"8cbee5a607c06b13c1fe25a4810cde93",6,0,169,86,0,0,3,21,0,0,7,0,20,90,2,0,25,7,4,0,4,31,2,10,0,2,2,0,2,25,9,0,6,10,3,10,0,17,0,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Sphingobacteriales; D_4__Lentimicrobiaceae"
"bb2f76dd7a86360d0ce206b03b91e4dc",12,0,3,0,0,0,0,0,0,7,0,0,0,0,4,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,"D_0__Bacteria; D_1__Planctomycetes; D_2__Phycisphaerae; D_3__Phycisphaerales; D_4__AKAU3564 sediment group; D_5__uncultured organism; D_6__uncultured organism"
"3ac2e014a0372fe0f2099510c1de4993",8,0,0,0,0,0,0,0,0,0,4,0,6,4,1,0,0,0,2,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,8,10,0,0,0,"D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Ruminococcaceae"
"7f18269581356ca600fb5163b9c526f4",0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Proteobacteria; D_2__Gammaproteobacteria; D_3__Betaproteobacteriales; D_4__Burkholderiaceae; D_5__Cupriavidus"
"9f073d2b9c927b3fb996dc6c8e5dbf8f",2,0,0,0,0,2,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,4,2,3,0,0,0,"D_0__Bacteria; D_1__Latescibacteria; D_2__Latescibacteria; D_3__Latescibacterales; D_4__Latescibacteraceae; D_5__Candidatus Latescibacter; D_6__uncultured organism"
"88365a151eefe361c09db6774175281e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,12,0,"D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Peptococcaceae; D_5__uncultured"
"04b354a81575e38ce57aa2306d57f587",0,0,0,2,7,0,0,0,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Lachnospiraceae; D_5__Mobilitalea"
"6af669a324a092b7efa881f25c85720e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,2,2,3,2,0,4,3,0,2,4,0,0,0,0,0,0,"D_0__Bacteria; D_1__WS1; D_2__uncultured bacterium; D_3__uncultured bacterium; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium"
"72ab0b15aa668071b8fa4b5d4450387b",0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,11,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Thermoanaerobacterales; D_4__SRB2"
"5791f9c88e37ba1810c146f25787f703",0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Synergistetes; D_2__Synergistia; D_3__Synergistales; D_4__Synergistaceae; D_5__Thermovirga"
"5a1458e2709e2af2bc20426af524b5bf",8,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Peptococcaceae; D_5__uncultured; D_6__uncultured bacterium"
"df7771679866fcbf0c8148c04bef1afe",0,0,18,2,0,0,0,7,0,0,0,0,0,4,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"D_0__Bacteria; D_1__Synergistetes; D_2__Synergistia; D_3__Synergistales; D_4__Synergistaceae; D_5__Thermovirga"
"8d448897c9ace34b8bd2cb3cdf30c53e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Actinobacteria; D_2__Actinobacteria; D_3__Corynebacteriales; D_4__Corynebacteriaceae; D_5__Corynebacterium 1"
"ced747b8895a7ad2221a9640051cf85e",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Armatimonadetes; D_2__uncultured"
"e7fa723a451e3ed355538d2d1dc483e5",20,0,0,0,2,13,24,0,15,14,0,0,6,0,7,14,0,16,26,0,27,0,20,5,14,14,2,10,17,0,0,0,23,4,3,5,2,0,0,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales; D_4__Prolixibacteraceae; D_5__uncultured; D_6__benzene mineralizing consortium clone SB-1"
"00110f54286f04400bce82011a77b174",0,0,3,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,"D_0__Bacteria; D_1__WS1"
"48f92125691e472929298ae9da840110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Chloroflexi; D_2__Anaerolineae; D_3__SBR1031"
"522214e308b4aaead3ba2ee319bef49f",0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,"D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Ruminococcaceae; D_5__Ruminiclostridium"
"a8a6ea6afcf237d977af9d6175f60184",0,0,0,0,1,3,3,0,0,2,0,0,1,0,0,0,0,8,2,0,0,0,0,3,2,0,0,1,0,0,0,0,2,2,1,10,0,0,0,"D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Ruminococcaceae"
"55bb489a5eab7bd1757f87f4d7b3ebcb",2,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,0,4,0,8,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,"D_0__Bacteria; D_1__Spirochaetes; D_2__Spirochaetia; D_3__Spirochaetales; D_4__Spirochaetaceae; D_5__Sphaerochaeta"
"cc81b440fc88616222481f591ab8743b",0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,11,0,7,0,10,0,6,4,0,2,3,0,0,0,4,0,0,0,0,0,0,"D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Ruminococcaceae; D_5__uncultured"
"3872295740409fdcf34eb26bc561ec83",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,"D_0__Bacteria; D_1__Spirochaetes; D_2__Spirochaetia; D_3__Spirochaetales; D_4__Spirochaetaceae; D_5__Sediminispirochaeta"
"52d171a6d5514d0feb402e9194ff0594",0,0,0,0,0,10,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6,"D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Syntrophomonadaceae"
"10802218e06532a18419cec3beae50ca",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,3,2,0,2,0,0,0,0,0,8,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Flavobacteriales; D_4__Flavobacteriaceae; D_5__Planktosalinus; D_6__Planktosalinus lacus"
"d01c65396d498fdcf9d4f7cb9640b5cf",51,0,28,0,11,3,0,4,4,0,2,0,3,0,0,4,0,5,2,0,3,0,1,63,4,0,0,2,0,0,5,0,0,7,7,8,0,0,0,"D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Peptococcaceae"
"24531df518054d1f28740b73944e2852",223,0,20,9,256,56,9,4,7,38,610,2,172,13,133,157,3,145,9,0,13,0,15,304,19,4,2,128,8,13,554,0,9,134,97,102,3,11,0,"D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales"
"588b5f9afd71eb5ff46964be5982bc3c",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Kiritimatiellaeota; D_2__Kiritimatiellae; D_3__113B434; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium"
"c8f132fcc15e5f37b0986a390d75bd37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,"D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Thermoanaerobacterales; D_4__SRB2"
"ba6252f69fa894a4a7d0223719e607ee",25,0,0,0,2,16,2,0,0,4,0,0,30,0,85,0,0,54,11,0,6,0,9,7,0,0,0,3,0,0,3,0,3,146,52,78,0,0,0,"D_0__Bacteria; D_1__Bacteroidetes; D_2__Bacteroidia; D_3__Bacteroidales; D_4__Prolixibacteraceae"
"a41c29042d5dd2723201f309eca9c51e",0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,"D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Ruminococcaceae; D_5__uncultured"
"3b02db2c9f9d0de477d0c285d941eae6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Christensenellaceae; D_5__Christensenellaceae R-7 group"
"d35393ebc82051a09d1bff27955c29d3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Firmicutes; D_2__Bacilli; D_3__Bacillales; D_4__Bacillaceae"
"8f803e8d2f0e46c2c2003cd3b5feac38",0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,1,0,4,0,2,4,0,0,13,1,0,0,0,0,"D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Clostridiaceae 2; D_5__Alkaliphilus; D_6__uncultured Alkaliphilus sp."
"d8775d060bb03ac802a86bbca7f2e271",12,0,0,2,0,2,0,0,0,3,0,0,6,0,7,0,0,11,0,0,2,0,0,18,0,2,0,0,0,0,0,0,0,16,6,3,0,0,0,"D_0__Bacteria; D_1__Latescibacteria; D_2__Latescibacteria; D_3__Latescibacterales; D_4__Latescibacteraceae; D_5__Candidatus Latescibacter; D_6__uncultured organism"
"b5750cb652015f818950cadbdbf3fbd5",0,0,0,0,0,0,5,0,0,0,0,0,5,0,3,0,0,0,0,0,8,0,0,0,0,0,3,0,4,0,0,0,15,0,0,0,0,0,0,"D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Ruminococcaceae"
"d90b01809b4e65badc7c99c36d9c4ab3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Peptococcaceae; D_5__uncultured; D_6__uncultured bacterium"
"2fd21a586db7caa72a7d44d1a287c5db",2,0,7,3,0,0,0,0,0,0,0,0,2,4,0,5,0,3,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Chloroflexi; D_2__Dehalococcoidia; D_3__GIF3; D_4__uncultured bacterium; D_5__uncultured bacterium; D_6__uncultured bacterium"
"20f94a0a558be7da0baf24782a60e531",8,0,10,2,0,6,8,2,10,2,0,2,0,3,2,0,15,3,10,2,3,27,7,6,4,4,3,0,0,22,0,4,11,2,0,8,0,25,0,"D_0__Bacteria; D_1__Synergistetes; D_2__Synergistia; D_3__Synergistales; D_4__Synergistaceae; D_5__Thermovirga; D_6__uncultured Synergistaceae bacterium"
"ec27be02ed10140e568dc9596ca50c90",5,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,"D_0__Bacteria; D_1__Spirochaetes; D_2__Spirochaetia; D_3__Spirochaetales; D_4__Spirochaetaceae; D_5__Candidatus Marispirochaeta; Ambiguous_taxa"
"2f22d36f910dd977b8aa3eb6b62ce99e",10,0,3,2,3,37,0,0,0,0,1,7,6,0,0,36,0,4,4,0,0,0,0,44,0,0,0,0,0,12,5,0,0,2,2,2,8,8,0,"D_0__Bacteria; D_1__Firmicutes; D_2__Clostridia; D_3__Clostridiales; D_4__Peptococcaceae; D_5__uncultured; D_6__uncultured bacterium"
