asv	FEzW4zC11	FEzW0zC7	FEzW4zF8	FEzW4zF5	FEzW2zC6	FEzW0zF11	FEzW2zF4	FEzW2zC8	FEzW4zC1	FEzW4zC6	FEzW2zF2	FEzW0zF7	FEzW2zC10	FEzW0zF5	FEzW6zC4	FEzW0zF6	FEzW4zF1	FEzW6zC3	FEzW6zF8	FEzW0zC9	FEzW4zC10	FEzW0zF1	FEzW2zF7	FEzW4zC2	FEzW4zF3	FEzW6zF5	FEzW2zF8	FEzW6zF2	FEzW6zC6	FEzW2zF6	FEzW0zF2	FEzW2zC2	FEzW6zF9	FEzW4zC3	FEzW0zF3	FEzW4zF9	FEzW6zF6	FEzW2zC9	FEzW6zC2	FEzW0zF9	FEzW2zC4	FEzW0zC2	FEzW4zC9	FEzW6zC10	FEzW0zC1	FEzW4zF4	FEzW6zF3	FEzW2zC3	FEzW4zF7	FEzW0zC6	FEzW6zF11	FEzW0zF4	FEzW2zF11	FEzW4zC4	FEzW0zC10	FEzW6zC7	FEzW6zF7	FEzW6zC5	FEzW6zF1	FEzW2zC5	FEzW0zC4	FEzW0zC5	FEzW6zC9	FEzW6zC1	FEzW2zF1	FEzW2zC11	FEzW2zF9	FEzW2zF5	FEzW2zF3	FEzW2zC1	FEzW2zC7	FEzW4zF2	FEzW4zC7	FEzW6zF4	FEzW4zC5	FEzW0zC8	FEzW4zC8	FEzW4zF6	FEzW0zC11	FEzW6zC11	FEzW6zC8
3581ee04b1fe48e7a1e7eccca70d57d0	911.0	584.0	0.0	0.0	0.0	5.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	61.0	1166.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	1.0	0.0	1350.0	15.0	0.0	0.0	0.0	0.0	0.0	44.0	0.0	0.0	0.0	0.0	101.0	3.0	0.0	0.0	91.0	0.0	0.0	297.0	579.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	256.0	0.0	0.0	402.0	45.0	778.0	0.0	0.0	0.0	602.0	0.0	0.0	485.0	1442.0
6d9f5f058556879d0956357ed5e43630	430.0	80.0	0.0	0.0	0.0	14.0	2.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	178.0	3.0	0.0	400.0	0.0	0.0	0.0	0.0	68.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.0	4.0	0.0	0.0	0.0	0.0	38.0	28.0	0.0	0.0	0.0	0.0	1891.0	0.0	0.0	89.0	2.0	541.0	4.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	601.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	34.0	177.0	0.0	2.0	162.0	1107.0
6e297c9788387fd4bd94255b7ebcf76b	296.0	436.0	266.0	284.0	132.0	141.0	176.0	91.0	354.0	192.0	408.0	59.0	139.0	241.0	96.0	48.0	162.0	39.0	234.0	313.0	66.0	176.0	74.0	287.0	195.0	335.0	413.0	272.0	115.0	169.0	158.0	202.0	57.0	8.0	281.0	250.0	278.0	68.0	219.0	201.0	153.0	69.0	193.0	142.0	318.0	143.0	382.0	79.0	261.0	34.0	140.0	186.0	54.0	75.0	198.0	198.0	146.0	20.0	138.0	76.0	473.0	41.0	110.0	427.0	182.0	182.0	77.0	184.0	349.0	284.0	146.0	283.0	289.0	137.0	375.0	330.0	217.0	283.0	127.0	8.0	433.0
73e560369a8522f9452e19092ecbc9a5	269.0	856.0	613.0	223.0	438.0	82.0	1219.0	773.0	794.0	377.0	364.0	190.0	398.0	70.0	749.0	658.0	211.0	806.0	417.0	51.0	145.0	269.0	82.0	182.0	1061.0	1057.0	734.0	403.0	570.0	428.0	71.0	33.0	1352.0	1031.0	1270.0	960.0	511.0	444.0	149.0	592.0	484.0	57.0	613.0	272.0	54.0	1217.0	316.0	676.0	1008.0	265.0	39.0	921.0	414.0	692.0	917.0	474.0	480.0	1259.0	12.0	945.0	87.0	541.0	549.0	1083.0	54.0	314.0	659.0	126.0	1898.0	1028.0	908.0	44.0	1516.0	1271.0	1498.0	1054.0	22.0	360.0	128.0	437.0	1715.0
6a97def12e83a80bc5b9d14637f9a571	189.0	627.0	452.0	363.0	227.0	158.0	623.0	112.0	866.0	515.0	1335.0	45.0	200.0	904.0	112.0	91.0	675.0	662.0	705.0	638.0	295.0	840.0	546.0	271.0	190.0	604.0	689.0	1061.0	355.0	643.0	696.0	521.0	173.0	149.0	230.0	0.0	479.0	124.0	304.0	369.0	679.0	104.0	3.0	43.0	982.0	120.0	984.0	86.0	1063.0	83.0	868.0	286.0	194.0	89.0	78.0	254.0	343.0	371.0	553.0	225.0	195.0	28.0	173.0	535.0	1738.0	285.0	119.0	824.0	259.0	692.0	16.0	506.0	332.0	401.0	710.0	646.0	397.0	622.0	261.0	688.0	1396.0
ff1378f341f14582b10be8a2d430d9e9	188.0	315.0	34.0	64.0	78.0	34.0	47.0	18.0	76.0	101.0	61.0	19.0	42.0	118.0	22.0	30.0	75.0	67.0	46.0	193.0	46.0	64.0	139.0	55.0	38.0	96.0	82.0	91.0	35.0	45.0	36.0	78.0	76.0	147.0	47.0	71.0	92.0	10.0	56.0	61.0	71.0	11.0	84.0	27.0	76.0	27.0	80.0	25.0	238.0	7.0	82.0	72.0	11.0	38.0	80.0	50.0	83.0	42.0	51.0	27.0	75.0	28.0	84.0	50.0	111.0	26.0	17.0	72.0	100.0	56.0	106.0	31.0	193.0	37.0	93.0	121.0	132.0	49.0	43.0	263.0	348.0
cff43505ddcfca3f662277f751b58a25	163.0	33.0	17.0	4.0	0.0	0.0	72.0	44.0	16.0	0.0	47.0	26.0	86.0	0.0	0.0	83.0	0.0	0.0	24.0	3.0	8.0	46.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	6.0	16.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	82.0	28.0	3.0	58.0	0.0	0.0	0.0	0.0	108.0	44.0	0.0	0.0	131.0	147.0	0.0	92.0	0.0	31.0	0.0	182.0	79.0	0.0	206.0	0.0	0.0	0.0	0.0	0.0	58.0	0.0	189.0	15.0	0.0	427.0	0.0	0.0	0.0	137.0	0.0
e386d56d7bbc47203a2b2f9c95d50513	155.0	6.0	114.0	207.0	121.0	200.0	116.0	109.0	246.0	38.0	136.0	204.0	6.0	61.0	265.0	38.0	399.0	11.0	538.0	26.0	66.0	121.0	0.0	98.0	2.0	0.0	433.0	0.0	614.0	272.0	146.0	164.0	429.0	16.0	194.0	181.0	216.0	187.0	98.0	76.0	247.0	533.0	16.0	96.0	392.0	236.0	7.0	30.0	11.0	577.0	193.0	161.0	321.0	69.0	47.0	100.0	0.0	222.0	435.0	45.0	344.0	0.0	3.0	340.0	844.0	454.0	45.0	386.0	0.0	255.0	23.0	0.0	59.0	223.0	284.0	21.0	35.0	21.0	78.0	31.0	69.0
7b79e0d2d5c400165e186fdc812a5357	150.0	179.0	45.0	91.0	15.0	31.0	77.0	26.0	23.0	54.0	94.0	27.0	59.0	101.0	39.0	25.0	51.0	29.0	51.0	75.0	62.0	49.0	37.0	17.0	46.0	112.0	80.0	69.0	54.0	69.0	26.0	40.0	96.0	77.0	53.0	136.0	141.0	22.0	11.0	61.0	32.0	33.0	70.0	46.0	33.0	47.0	66.0	57.0	102.0	8.0	99.0	65.0	12.0	45.0	62.0	94.0	55.0	47.0	44.0	19.0	36.0	21.0	65.0	41.0	112.0	38.0	34.0	112.0	65.0	31.0	23.0	28.0	154.0	57.0	112.0	64.0	72.0	63.0	16.0	70.0	249.0
af653bc44848fd0748ce7bd43d2100ad	125.0	329.0	41.0	112.0	208.0	15.0	164.0	29.0	71.0	144.0	67.0	27.0	40.0	170.0	18.0	13.0	30.0	8.0	37.0	66.0	15.0	49.0	86.0	7.0	160.0	63.0	38.0	7.0	47.0	51.0	19.0	8.0	7.0	92.0	21.0	57.0	152.0	20.0	5.0	88.0	15.0	6.0	90.0	35.0	28.0	39.0	130.0	20.0	224.0	6.0	117.0	88.0	4.0	11.0	43.0	59.0	37.0	12.0	45.0	10.0	48.0	29.0	88.0	118.0	69.0	33.0	47.0	135.0	225.0	46.0	161.0	3.0	135.0	51.0	9.0	119.0	121.0	54.0	50.0	99.0	136.0
18b11b73335e3b445770ae3f7b61caf9	102.0	64.0	4.0	0.0	0.0	5.0	13.0	5.0	18.0	4.0	15.0	0.0	25.0	2.0	12.0	0.0	0.0	122.0	14.0	36.0	26.0	0.0	37.0	6.0	118.0	28.0	0.0	220.0	7.0	14.0	3.0	5.0	3.0	44.0	15.0	18.0	66.0	7.0	6.0	18.0	3.0	0.0	33.0	14.0	0.0	3.0	100.0	0.0	110.0	2.0	26.0	11.0	4.0	71.0	4.0	31.0	74.0	3.0	0.0	5.0	9.0	0.0	29.0	19.0	22.0	23.0	2.0	0.0	272.0	0.0	45.0	55.0	93.0	10.0	12.0	31.0	23.0	23.0	3.0	42.0	224.0
40dd8ceb6c32003d11bef2f397cb58ab	86.0	7.0	43.0	0.0	0.0	0.0	25.0	7.0	2.0	22.0	2.0	7.0	2.0	0.0	0.0	6.0	0.0	0.0	56.0	37.0	0.0	4.0	16.0	77.0	10.0	0.0	7.0	0.0	29.0	34.0	24.0	12.0	0.0	10.0	0.0	4.0	30.0	80.0	4.0	0.0	0.0	35.0	36.0	13.0	18.0	3.0	29.0	21.0	8.0	7.0	8.0	15.0	7.0	0.0	16.0	0.0	36.0	5.0	1.0	15.0	9.0	5.0	0.0	5.0	0.0	10.0	8.0	3.0	4.0	5.0	56.0	34.0	74.0	7.0	9.0	2.0	28.0	24.0	7.0	0.0	111.0
806815427cb15c9706e145d060ce3de8	86.0	156.0	24.0	38.0	46.0	22.0	28.0	9.0	36.0	50.0	46.0	12.0	26.0	61.0	25.0	18.0	32.0	48.0	24.0	106.0	28.0	28.0	83.0	32.0	15.0	58.0	37.0	45.0	19.0	24.0	18.0	32.0	37.0	88.0	27.0	36.0	45.0	11.0	36.0	33.0	57.0	17.0	48.0	10.0	28.0	15.0	35.0	16.0	131.0	10.0	56.0	40.0	5.0	24.0	33.0	29.0	58.0	27.0	37.0	14.0	47.0	15.0	41.0	37.0	63.0	18.0	10.0	36.0	37.0	32.0	67.0	23.0	124.0	12.0	80.0	77.0	92.0	24.0	26.0	123.0	204.0
001f2dff828e38b2a5aca00216bdec22	79.0	158.0	237.0	383.0	478.0	21.0	77.0	166.0	51.0	546.0	688.0	6.0	31.0	275.0	152.0	20.0	142.0	0.0	146.0	103.0	92.0	318.0	29.0	202.0	401.0	335.0	24.0	177.0	466.0	65.0	493.0	556.0	362.0	3.0	229.0	429.0	418.0	231.0	499.0	4.0	201.0	42.0	259.0	74.0	224.0	139.0	419.0	530.0	813.0	142.0	198.0	21.0	218.0	183.0	11.0	502.0	53.0	248.0	72.0	163.0	267.0	30.0	484.0	823.0	560.0	237.0	113.0	356.0	161.0	68.0	354.0	124.0	293.0	143.0	805.0	75.0	166.0	247.0	11.0	357.0	728.0
279caa93aff8b6515fb47366fe227548	77.0	17.0	2.0	0.0	144.0	4.0	0.0	0.0	5.0	8.0	30.0	11.0	2.0	0.0	16.0	4.0	17.0	0.0	0.0	0.0	0.0	0.0	51.0	8.0	96.0	0.0	0.0	2.0	8.0	4.0	3.0	2.0	31.0	0.0	0.0	17.0	92.0	3.0	0.0	23.0	0.0	16.0	2.0	0.0	0.0	4.0	43.0	3.0	20.0	0.0	2.0	8.0	11.0	88.0	0.0	21.0	0.0	17.0	43.0	6.0	7.0	12.0	0.0	3.0	18.0	0.0	36.0	29.0	77.0	6.0	56.0	0.0	149.0	7.0	160.0	3.0	0.0	6.0	2.0	14.0	35.0
82a2188ffc5ed5911f1a700b9bce3f2a	59.0	7.0	11.0	4.0	0.0	4.0	5.0	1.0	1.0	4.0	14.0	2.0	1.0	7.0	11.0	0.0	7.0	6.0	8.0	17.0	3.0	9.0	12.0	11.0	25.0	29.0	3.0	24.0	7.0	1.0	7.0	4.0	35.0	20.0	2.0	26.0	23.0	2.0	28.0	11.0	8.0	5.0	11.0	13.0	3.0	5.0	35.0	2.0	61.0	0.0	10.0	8.0	0.0	68.0	7.0	13.0	25.0	12.0	15.0	3.0	1.0	0.0	13.0	11.0	14.0	5.0	0.0	12.0	12.0	4.0	19.0	6.0	50.0	7.0	19.0	18.0	19.0	7.0	4.0	43.0	142.0
ad7efd69f5c0446b2c4f5e506fa76421	52.0	6.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	14.0	2.0	2.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	15.0	1.0	11.0	20.0	2.0	0.0	3.0	47.0	1.0	0.0	1.0	24.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	40.0	1.0	1.0	0.0	1.0	20.0	0.0	8.0	38.0	11.0	8.0	0.0	3.0	0.0	8.0	44.0	0.0	0.0	0.0	0.0	0.0	5.0	6.0	0.0	12.0	0.0	22.0	0.0	7.0	21.0	4.0	13.0	78.0
2c98222af6ef362cc28ea2be9a5a780a	48.0	8.0	0.0	4.0	22.0	0.0	0.0	0.0	3.0	42.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	83.0	0.0	2.0	2.0	0.0	3.0	18.0	22.0	73.0	0.0	35.0	13.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	35.0	0.0	14.0	2.0	25.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	37.0	0.0	0.0	2.0	0.0	17.0	2.0	44.0	24.0	7.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	97.0	2.0	22.0	22.0	174.0	0.0	0.0	4.0	24.0	4.0	0.0	102.0	69.0
0b489aa36826a5dd2eecf8c7e048189a	48.0	53.0	0.0	0.0	0.0	13.0	10.0	4.0	12.0	0.0	0.0	4.0	11.0	0.0	7.0	15.0	14.0	25.0	0.0	45.0	12.0	15.0	0.0	13.0	7.0	0.0	9.0	0.0	0.0	14.0	8.0	16.0	0.0	31.0	0.0	23.0	20.0	6.0	15.0	3.0	23.0	6.0	13.0	5.0	11.0	3.0	24.0	8.0	33.0	0.0	10.0	17.0	0.0	11.0	0.0	0.0	18.0	8.0	13.0	8.0	13.0	7.0	14.0	17.0	23.0	5.0	0.0	0.0	0.0	15.0	13.0	0.0	33.0	12.0	29.0	0.0	19.0	14.0	5.0	43.0	61.0
1ec4a6661d980da8b940ad7d8f145376	42.0	39.0	10.0	24.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	35.0	1.0	2.0	13.0	0.0	0.0	72.0	0.0	0.0	0.0	0.0	0.0	24.0	20.0	0.0	0.0	0.0	36.0	0.0	0.0	16.0	0.0	4.0	62.0	4.0	0.0	104.0	8.0	25.0	6.0	3.0	0.0	24.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	30.0	41.0	25.0	0.0	27.0	0.0	5.0	10.0	19.0	0.0	1.0	0.0	2.0	9.0	20.0	0.0	0.0	35.0	0.0	8.0	53.0	54.0	15.0	2.0	51.0
6fad0c5f0814410e3d1de38e5050955c	41.0	82.0	12.0	39.0	7.0	81.0	8.0	41.0	49.0	143.0	21.0	28.0	3.0	157.0	20.0	42.0	10.0	8.0	0.0	45.0	5.0	102.0	0.0	2.0	13.0	0.0	35.0	94.0	9.0	8.0	23.0	17.0	22.0	45.0	21.0	5.0	94.0	9.0	24.0	62.0	47.0	50.0	1.0	0.0	15.0	22.0	6.0	12.0	11.0	30.0	24.0	58.0	9.0	7.0	18.0	116.0	29.0	11.0	10.0	10.0	10.0	31.0	0.0	20.0	76.0	48.0	5.0	28.0	0.0	117.0	10.0	11.0	13.0	20.0	9.0	87.0	6.0	15.0	15.0	74.0	71.0
be540f698e382a0745d4ad7781a78d71	41.0	0.0	10.0	9.0	0.0	100.0	0.0	6.0	7.0	0.0	34.0	29.0	26.0	40.0	0.0	64.0	0.0	0.0	18.0	57.0	5.0	6.0	0.0	0.0	0.0	3.0	30.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	1.0	23.0	21.0	0.0	9.0	0.0	15.0	13.0	0.0	24.0	0.0	0.0	0.0	0.0	21.0	20.0	0.0	34.0	0.0	55.0	0.0	0.0	53.0	0.0	0.0	5.0	135.0	23.0	0.0	0.0	24.0	4.0	0.0	0.0	0.0	50.0	0.0	86.0	3.0	0.0	11.0	0.0	7.0	129.0	35.0	0.0
6ded827bdafa03f8a50f659fb4677cf9	39.0	0.0	10.0	12.0	0.0	16.0	0.0	0.0	42.0	82.0	0.0	0.0	9.0	30.0	9.0	5.0	3.0	0.0	23.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	25.0	67.0	66.0	49.0	8.0	5.0	0.0	19.0	16.0	8.0	11.0	0.0	0.0	9.0	5.0	38.0	0.0	0.0	14.0	5.0	33.0	7.0	6.0	9.0	3.0	22.0	16.0	25.0	21.0	18.0	12.0	0.0	0.0	0.0	0.0	13.0	3.0	8.0	58.0	6.0	2.0	46.0	30.0	32.0	13.0	41.0	24.0	0.0	21.0	0.0	13.0	8.0	2.0	15.0	17.0
647ba4a46b54af5a2cab68780e60b211	35.0	37.0	4.0	13.0	4.0	10.0	19.0	10.0	8.0	20.0	15.0	8.0	21.0	29.0	7.0	4.0	10.0	8.0	10.0	21.0	12.0	13.0	5.0	4.0	13.0	24.0	22.0	18.0	9.0	10.0	5.0	11.0	19.0	11.0	14.0	30.0	44.0	3.0	3.0	13.0	4.0	5.0	17.0	15.0	2.0	15.0	13.0	13.0	20.0	4.0	18.0	14.0	2.0	8.0	18.0	12.0	10.0	14.0	11.0	8.0	12.0	2.0	12.0	5.0	23.0	12.0	10.0	26.0	12.0	7.0	8.0	3.0	12.0	6.0	18.0	17.0	15.0	14.0	2.0	19.0	50.0
3a531fcf9fe00f792e60f1360ccc35ac	34.0	0.0	20.0	23.0	0.0	12.0	0.0	0.0	27.0	28.0	10.0	2.0	2.0	6.0	9.0	0.0	22.0	0.0	6.0	29.0	5.0	13.0	0.0	13.0	0.0	0.0	37.0	14.0	52.0	6.0	5.0	0.0	81.0	0.0	24.0	6.0	36.0	8.0	0.0	5.0	0.0	2.0	0.0	10.0	7.0	0.0	0.0	2.0	12.0	2.0	0.0	7.0	12.0	2.0	19.0	6.0	17.0	3.0	16.0	0.0	5.0	7.0	9.0	16.0	41.0	27.0	0.0	14.0	3.0	3.0	10.0	15.0	64.0	13.0	39.0	13.0	7.0	8.0	15.0	11.0	48.0
550566512ced43ebe03b718877f2860c	33.0	87.0	3.0	0.0	0.0	3.0	0.0	9.0	1.0	0.0	0.0	6.0	5.0	1.0	5.0	0.0	0.0	0.0	5.0	12.0	0.0	4.0	19.0	0.0	3.0	0.0	3.0	5.0	0.0	10.0	4.0	0.0	3.0	0.0	0.0	10.0	35.0	2.0	0.0	21.0	0.0	3.0	4.0	3.0	2.0	1.0	9.0	0.0	47.0	0.0	15.0	11.0	0.0	0.0	13.0	18.0	8.0	3.0	0.0	0.0	0.0	3.0	11.0	0.0	0.0	3.0	9.0	0.0	0.0	0.0	41.0	0.0	35.0	0.0	2.0	23.0	25.0	9.0	11.0	13.0	31.0
cbce1bd43064c7420420a9eb2c08a0f6	32.0	0.0	12.0	17.0	0.0	20.0	0.0	0.0	27.0	107.0	0.0	0.0	3.0	18.0	7.0	6.0	3.0	0.0	24.0	0.0	0.0	0.0	25.0	0.0	10.0	0.0	29.0	81.0	58.0	36.0	7.0	0.0	0.0	25.0	30.0	17.0	6.0	0.0	0.0	10.0	5.0	34.0	0.0	0.0	17.0	6.0	50.0	12.0	7.0	22.0	7.0	8.0	10.0	17.0	22.0	29.0	16.0	2.0	0.0	0.0	0.0	22.0	0.0	6.0	64.0	5.0	0.0	25.0	24.0	22.0	19.0	25.0	42.0	0.0	19.0	0.0	13.0	7.0	9.0	11.0	17.0
39c09c819f02f6ae1849d885286dc1ea	31.0	0.0	9.0	7.0	10.0	0.0	6.0	6.0	3.0	3.0	20.0	0.0	0.0	5.0	0.0	0.0	0.0	4.0	13.0	7.0	0.0	0.0	0.0	0.0	3.0	21.0	15.0	0.0	4.0	20.0	9.0	0.0	13.0	0.0	2.0	20.0	3.0	0.0	5.0	0.0	2.0	0.0	17.0	5.0	0.0	0.0	5.0	0.0	0.0	0.0	25.0	11.0	3.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	13.0	6.0	0.0	4.0	5.0	9.0	13.0	0.0	0.0	3.0	16.0	3.0	0.0	7.0	0.0	30.0	0.0	8.0	2.0
7f0dbf750c794d82d4e8a6f848c4dce5	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	1.0	66.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	2.0	0.0	0.0	51.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	29.0	32.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	37.0
a2cbaaa571bcfcb0789996f7369208b1	29.0	0.0	8.0	0.0	0.0	21.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	5.0	0.0	13.0	31.0	0.0	0.0	0.0	14.0	6.0	0.0	14.0	0.0	0.0	0.0	3.0	12.0	0.0	6.0	3.0	0.0	0.0	23.0	0.0	27.0	0.0	14.0	6.0	0.0	43.0	42.0	30.0	0.0	0.0	4.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	46.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	14.0	51.0	0.0	0.0	0.0	6.0	0.0	8.0
003500c7809145ebf6cbc63150dc0161	27.0	0.0	1.0	14.0	0.0	0.0	13.0	4.0	0.0	34.0	0.0	0.0	24.0	6.0	0.0	4.0	24.0	0.0	5.0	17.0	0.0	8.0	0.0	33.0	9.0	12.0	0.0	0.0	24.0	3.0	4.0	17.0	0.0	26.0	14.0	0.0	0.0	0.0	17.0	0.0	5.0	2.0	0.0	3.0	16.0	0.0	0.0	2.0	4.0	6.0	20.0	2.0	0.0	0.0	0.0	0.0	2.0	47.0	37.0	18.0	5.0	5.0	0.0	0.0	49.0	0.0	0.0	8.0	3.0	15.0	0.0	0.0	0.0	3.0	32.0	28.0	0.0	0.0	0.0	27.0	5.0
c5fa0fa73b6d7f6b11d7d983b6f94053	27.0	4.0	21.0	11.0	43.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	16.0	31.0	4.0	0.0	0.0	4.0	50.0	18.0	21.0	17.0	16.0	25.0	5.0	0.0	0.0	31.0	0.0	0.0	11.0	26.0	0.0	35.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	32.0	0.0	0.0	0.0	12.0	12.0	9.0	18.0	10.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	38.0	17.0	7.0	16.0	93.0	7.0	2.0	24.0	3.0	21.0	32.0	51.0	25.0	16.0	0.0	1.0	42.0
78281f1127478ef572388b8cb1295659	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	13.0	39.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	4.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	2.0	5.0	11.0	0.0	3.0	11.0
6694b5caf299b5142e187a2ad1f12609	27.0	9.0	17.0	4.0	3.0	67.0	5.0	9.0	0.0	33.0	14.0	14.0	58.0	35.0	2.0	24.0	3.0	0.0	17.0	60.0	10.0	17.0	15.0	24.0	62.0	29.0	9.0	4.0	47.0	9.0	32.0	36.0	11.0	5.0	22.0	1.0	22.0	9.0	7.0	62.0	3.0	46.0	0.0	15.0	32.0	9.0	4.0	8.0	3.0	50.0	13.0	43.0	5.0	7.0	22.0	4.0	8.0	17.0	0.0	12.0	21.0	27.0	3.0	0.0	30.0	21.0	14.0	20.0	43.0	46.0	3.0	0.0	27.0	20.0	38.0	56.0	0.0	9.0	135.0	20.0	29.0
51e0c4f3a8c1c5bfa29ef2a314143265	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	6.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	16.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ba90e270b28c622f69ea02d9dc815584	25.0	40.0	38.0	79.0	66.0	1.0	20.0	16.0	2.0	117.0	126.0	2.0	6.0	92.0	14.0	8.0	13.0	0.0	48.0	23.0	29.0	85.0	0.0	32.0	63.0	45.0	1.0	51.0	109.0	8.0	110.0	118.0	94.0	6.0	36.0	72.0	62.0	62.0	108.0	8.0	42.0	16.0	38.0	3.0	30.0	35.0	93.0	87.0	137.0	32.0	29.0	2.0	51.0	42.0	3.0	86.0	10.0	60.0	22.0	43.0	71.0	19.0	83.0	172.0	62.0	27.0	24.0	70.0	13.0	7.0	65.0	34.0	68.0	51.0	130.0	20.0	18.0	38.0	8.0	80.0	154.0
3f15eeae0a8d9c5d8477e319cb55546b	25.0	23.0	12.0	21.0	14.0	0.0	8.0	3.0	0.0	0.0	9.0	0.0	2.0	3.0	7.0	2.0	0.0	5.0	19.0	5.0	11.0	10.0	2.0	0.0	10.0	46.0	15.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	11.0	0.0	0.0	8.0	0.0	11.0	2.0	0.0	7.0	15.0	0.0	22.0	0.0	9.0	30.0	0.0	14.0	14.0	0.0	14.0	5.0	0.0	0.0	3.0	0.0	17.0	0.0	0.0	6.0	3.0	11.0	10.0	0.0	3.0	0.0	0.0	6.0	22.0	20.0	3.0	4.0	0.0	0.0	16.0
9f3b4d5c624929b57085549a5891ef72	25.0	10.0	0.0	6.0	4.0	4.0	7.0	3.0	43.0	2.0	3.0	5.0	0.0	0.0	8.0	0.0	6.0	0.0	0.0	7.0	0.0	4.0	0.0	14.0	9.0	24.0	0.0	0.0	11.0	2.0	0.0	3.0	0.0	3.0	0.0	21.0	0.0	0.0	13.0	11.0	27.0	6.0	6.0	0.0	22.0	9.0	30.0	3.0	7.0	0.0	0.0	2.0	4.0	3.0	2.0	0.0	10.0	20.0	0.0	15.0	0.0	5.0	0.0	0.0	0.0	7.0	0.0	0.0	3.0	2.0	0.0	4.0	15.0	2.0	23.0	5.0	4.0	11.0	5.0	6.0	39.0
