#OTU ID	FR-026	FR-027	FR-030	FR-039	FR-040	FR-052	FR-053	FR-060	FR-105	FR-110	FR-113	FR-115	FR-116	FR-125	FR-129	FR-132	FR-139	FR-142	FR-152	FR-156	FR-161	FR-166	FR-169	FR-170	FR-173	FR-187	FR-194	FR-198	FR-200	FR-208	FR-212	FR-213	FR-214	FR-215	FR-221	FR-223	FR-229	FR-276	FR-281	FR-294	FR-298	FR-302	FR-305	FR-316	FR-328	FR-344	FR-349	FR-390	FR-393	FR-399	FR-400	FR-414	FR-419	FR-430	FR-450	FR-451	FR-459	FR-460	FR-496	FR-500	FR-503	FR-505	FR-506	FR-507	FR-510	FR-539	FR-542	FR-551	FR-552	FR-558	FR-568	FR-596	FR-606	FR-617	FR-626	FR-628	FR-643	FR-654	FR-664	FR-666	FR-667	FR-672	FR-682	FR-684	FR-696	FR-716	FR-719	FR-721	FR-722	FR-723	FR-726	FR-728	FR-730	FR-734	FR-751	FR-759	FR-767	FR-768	FR-770	FR-772	FR-780	FR-783	FR-788	FR-790	FR-792	FR-812	FR-817	FR-820	FR-824	FR-825	FR-826	FR-827	FR-828	FR-829	FR-830	FR-835
k__Bacteria._.p__Firmicutes._.c__Clostridia._.o__Clostridiales._.f__Clostridiales_Incertae_Sedis_XI._.g__Peptoniphilus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	47	0	0	0	3	0	24	3	39	0	4	10	0	0	0	12	698	0	0	0	0	29	0	4	0	0	0	1	0	0	0	0	0	0	0	54	0	0	0	0	0	0	3	9	3	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	7	1	3	1	5	6	1	3	0	1	0	0	0	0	0	11	2	39	0	0	0	0	17	0	0	0
k__Bacteria._.p__Firmicutes._.c__Clostridia._.o__Clostridiales._.f__Clostridiales_Incertae_Sedis_XII._.g__Fusibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	21	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0
k__Bacteria._.p__Firmicutes._.c__Clostridia._.o__Clostridiales._.f__Clostridiales_Incertae_Sedis_XII._.g__Guggenheimella	0	16	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	1	0	0
k__Bacteria._.p__Firmicutes._.c__Clostridia._.o__Clostridiales._.f__Clostridiales_Incertae_Sedis_XIII._.g__	12	200	26	126	4	8	17	20	13	133	22	0	9	0	0	13	59	0	60	3	0	0	7	41	36	28	0	275	9	0	6	116	2	0	202	0	0	162	38	113	42	67	0	115	8	153	55	1	0	99	110	64	44	0	0	13	45	78	189	61	0	17	236	3	25	11	13	221	15	243	14	0	29	24	5	139	72	34	54	0	6	161	0	70	0	2	30	0	297	129	15	0	82	133	11	12	0	17	3	0	1	85	382	27	20	61	22	7	0	0	12	0	106	272	1	18
k__Bacteria._.p__Firmicutes._.c__Clostridia._.o__Clostridiales._.f__Clostridiales_Incertae_Sedis_XIII._.g__Anaerovorax	0	59	13	1	3	0	0	3	17	39	0	0	94	34	4	6	0	17	35	0	11	0	0	36	39	6	0	0	55	0	4	297	96	42	3	466	0	14	327	3	70	45	7	0	2	458	0	0	11	30	61	2	20	23	55	12	14	162	22	56	54	36	0	15	0	1	15	1	7	0	0	2	0	15	0	60	3	253	7	16	26	200	0	15	0	9	49	4	0	42	0	38	1	29	31	0	0	220	5	0	1	98	210	0	0	0	0	25	0	17	1	7	50	0	129	0
k__Bacteria._.p__Firmicutes._.c__Clostridia._.o__Clostridiales._.f__Clostridiales_Incertae_Sedis_XIII._.g__Mogibacterium	0	46	0	63	1	0	0	1	0	202	17	19	0	45	7	255	469	0	165	21	10	0	3	7	0	9	11	1702	12	7	125	17	142	0	227	0	27	822	17	110	40	14	32	13	0	2	25	10	27	25	18	169	24	11	10	20	0	20	99	32	22	72	7	3	13	0	2	311	100	18	29	13	7	23	1	20	8	25	556	22	19	13	0	11	0	2	19	6	57	26	112	17	2	18	20	76	36	123	5	7	5	896	43	0	22	286	3	229	0	0	0	12	7	35	0	316
k__Bacteria._.p__Firmicutes._.c__Clostridia._.o__Clostridiales._.f__Defluviitaleaceae._.g__Defluviitalea	0	6	0	0	22	12	9	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	66	29	0	0	0	0	0	0	0	0	0	0	0	16	14	0	0	0	0	16	36	0	0	0	0	0	2	0	8	30	0	4	42	0	27	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	4	0	0	0	0	58	11	0	22	0	0	0	0	0	0	4	8	0	0
k__Bacteria._.p__Firmicutes._.c__Clostridia._.o__Clostridiales._.f__Eubacteriaceae._.g__	0	1	0	4	0	0	0	0	0	13	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0	12	4	17	0	0	0	0	0	9	0	1	0	0	0	0	0	0	225	0	0	0	139	3	15	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	214	5	10	0	0	0	1	0	0	0	0	0	0	20	0	1	0	0	30	1611	12	0	0	1	0	0	0	0	0	0	0	2711	0	0	0	0	0	0	1
k__Bacteria._.p__Firmicutes._.c__Clostridia._.o__Clostridiales._.f__Eubacteriaceae._.g__Anaerofustis	0	2	2	0	0	0	1	5	0	0	0	10	0	2	0	2	0	29	5	0	8	3	0	0	0	3	0	66	3	0	75	17	8	1	67	32	0	0	0	0	2	0	0	14	0	0	0	0	35	0	0	6	1	0	24	0	12	2	16	0	0	4	0	30	0	0	16	0	3	0	12	1	0	16	0	0	9	50	3	7	23	5	0	6	8	15	0	0	0	16	3	114	66	6	63	25	0	0	11	0	10	3	0	0	1	0	2	5	0	24	11	9	0	6	0	0
k__Bacteria._.p__Firmicutes._.c__Clostridia._.o__Clostridiales._.f__Eubacteriaceae._.g__Eubacterium	0	36	30	2	2	0	7	1	2	9	7	71	6	224	6	0	1	12	7	4	159	1	1	1	24	7	59	2842	28	7	739	1151	450	1785	10	75	40	12	96	9	20	11	62	66	5	33	6	8	439	10	23	13	4	38	30	0	0	50	35	23	8	57	12	430	0	584	95	7	2	29	240	17	8	24	1	21	14	311	30	86	176	40	10	34	0	14	16	30	3	141	80	56	372	18	97	13	52	106	73	4	123	20	34	2	26	16	349	0	0	173	1	123	2	3	29	5
k__Bacteria._.p__Firmicutes._.c__Clostridia._.o__Clostridiales._.f__Eubacteriaceae._.g__Pseudoramibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	31	1	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0
k__Bacteria._.p__Firmicutes._.c__Clostridia._.o__Clostridiales._.f__Gracilibacteraceae._.g__Gracilibacter	0	0	11	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0
k__Bacteria._.p__Firmicutes._.c__Clostridia._.o__Clostridiales._.f__Incertae_Sedis_XI._.g__	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	17	0	0	2	0	0	0	0	0	6	0	0	0	0	3	0	0	30	3	0	0	0	0	0	0	0	0	0	0	0	1	0	21	0	14	0	0	0	0	2	0	0	0	0	0	0	17	0	0	15	4	0	0	2	0	0	8	0	0	0	27	0	5	7	0	0	0	0	0	4	0	0	0	0	0	0	0	23	0	0	0	0	0	31	0
k__Bacteria._.p__Firmicutes._.c__Clostridia._.o__Clostridiales._.f__Incertae_Sedis_XI._.g__Dethiosulfatibacter	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	18	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Firmicutes._.c__Clostridia._.o__Clostridiales._.f__Incertae_Sedis_XI._.g__Murdochiella	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	11	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
k__Bacteria._.p__Firmicutes._.c__Clostridia._.o__Clostridiales._.f__Lachnospiraceae._.g__	179	6909	1570	1429	2066	2574	968	2346	4436	5059	1367	556	522	1220	735	1138	677	659	1011	2758	1737	75	674	5694	2002	2374	26237	4399	1167	734	20142	13482	8026	5096	9433	1507	33653	6187	7413	2712	4080	7075	2318	4567	2164	4847	4890	3653	5821	6838	2880	3556	1883	1537	4263	2647	3727	2690	4838	5055	1691	468	6470	2770	1595	1726	2652	1079	4355	4197	7112	4627	5595	2666	1055	5224	8051	2936	1117	3278	3506	3864	407	5820	146	2738	6380	4417	1067	6388	7605	10633	1637	3596	1549	12761	190	9253	1076	1646	2643	2168	4080	9238	6161	5373	1294	4102	1326	1679	2980	1754	5298	5827	654	1400
k__Bacteria._.p__Firmicutes._.c__Clostridia._.o__Clostridiales._.f__Lachnospiraceae._.g__Anaerostipes	6	565	1399	12	37	77	3631	2718	36	2378	754	3983	377	919	4379	78	85	4406	911	143	1162	15	781	3869	427	216	9173	529	94	31	3564	5349	540	450	12981	32	3899	5140	956	1470	4603	1317	1849	8868	234	381	997	999	3801	837	1313	293	210	44	1167	121	615	1828	6087	1013	1241	78	2134	391	50	891	315	291	1416	16241	6056	4926	1113	7840	79	5024	1585	928	1270	4734	6570	13866	112	3770	2354	1489	3229	9759	126	1023	12997	8735	2729	221	31850	1422	9	68	81	25	775	216	230	2232	2454	107	46	448	1079	736	706	6847	408	1614	141	103
k__Bacteria._.p__Firmicutes._.c__Clostridia._.o__Clostridiales._.f__Lachnospiraceae._.g__Blautia	73	5095	3403	887	434	642	10478	5659	1639	4844	5371	3616	1208	7629	11662	1619	1092	16712	10088	1325	10166	1911	2694	9017	1710	2508	24162	2368	554	3143	29509	39731	4885	86858	15889	1772	34948	27213	16349	7026	20470	14843	21222	36980	10953	1510	4916	14445	21381	6446	4414	6662	718	2065	9150	551	8172	15267	14577	5598	10710	3014	7381	29276	2580	5445	2052	1225	6235	29647	28976	16161	11001	37037	3876	21564	4345	5464	4203	14568	8613	18984	8406	21631	8192	9556	20617	12725	2200	5489	29177	28392	17900	5751	98988	30214	778	3285	860	3293	5569	3992	4497	6684	8662	6075	25531	10512	20622	536	14736	18577	11242	7585	512	4428
k__Bacteria._.p__Firmicutes._.c__Clostridia._.o__Clostridiales._.f__Lachnospiraceae._.g__Cellulosilyticum	0	23	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	21	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	3	2	0	0
k__Bacteria._.p__Firmicutes._.c__Clostridia._.o__Clostridiales._.f__Lachnospiraceae._.g__Clostridium_XlVa	1007	1781	1368	1944	1580	2070	1614	2980	2382	857	290	339	344	780	178	607	437	25	87	1112	1057	749	824	6127	218	1343	4035	1385	1066	52010	3895	14788	2892	7928	2457	2657	3154	737	11997	878	638	1109	456	4550	3011	6431	1059	45254	3339	5508	1013	2472	3413	1435	1265	1534	4421	3536	1607	2065	2247	2590	7358	3031	1537	428	1770	285	1159	1582	5983	7531	2081	326	497	1083	4841	1352	385	203	1501	623	5917	2374	361	1261	773	8457	1278	3375	956	2806	450	1312	1906	1080	6588	4357	1692	655	648	1723	2024	4587	1021	2418	14027	667	8031	800	2998	3157	1675	1234	20307	1014
k__Bacteria._.p__Firmicutes._.c__Clostridia._.o__Clostridiales._.f__Lachnospiraceae._.g__Clostridium_XlVb	44	17	235	344	66	112	332	115	12	81	8	46	383	81	107	38	93	0	2	30	163	134	30	16	3	5	4	1	43	0	56	1150	403	717	221	592	219	343	2478	11	1144	216	194	89	764	2785	294	241	101	33	26	235	182	3028	713	128	1062	1324	139	289	181	509	1687	105	15	1	3	10	49	526	290	202	98	14	34	469	37	1327	62	0	1309	255	345	223	1	223	346	191	174	301	71	45	4	304	142	29	95	197	13	1187	110	45	196	1573	531	427	4626	0	0	41	1408	38	69	44	24	48
k__Bacteria._.p__Firmicutes._.c__Clostridia._.o__Clostridiales._.f__Lachnospiraceae._.g__Coprococcus	63	3473	414	1082	3477	630	518	2623	5883	9079	1058	0	1697	149	2162	3763	54	18	1605	1485	314	89	429	2835	771	1994	3224	3010	22	5	3791	4153	10227	7348	16648	188	531	10144	3221	1902	18268	1930	7709	7118	1098	2551	7875	99	8	16139	3626	11807	257	302	2985	141	5938	3272	4595	8941	2400	50	1776	2603	1421	534	816	1242	2234	2009	12184	1589	4410	7746	742	814	17114	3396	4849	2373	3472	10136	3664	3074	1506	1129	7829	7	1037	6930	7127	6558	2116	1691	1203	3290	296	3931	331	1107	448	3156	2539	9580	3796	2727	4100	969	1	978	1436	542	5016	8556	2	921
k__Bacteria._.p__Firmicutes._.c__Clostridia._.o__Clostridiales._.f__Lachnospiraceae._.g__Dorea	51	1058	481	195	145	149	784	434	584	797	1136	455	785	260	995	473	642	551	2595	470	1914	406	147	1737	142	934	7326	3009	66	12	6861	15432	1207	22431	1849	761	2892	8211	1927	2652	4844	1781	2072	7005	1654	784	2141	1139	124	1390	2821	1335	167	736	4942	208	3499	2622	2569	997	2	75	4127	5297	1056	145	305	368	1042	3520	6294	2393	791	4043	631	7487	985	1008	381	6926	2470	7036	4	3444	361	1614	3000	625	952	563	886	3931	7549	1737	11243	6149	1	1195	244	3607	2413	3496	814	2163	2677	1103	5	4822	847	252	6105	459	4217	3475	4	2120
k__Bacteria._.p__Firmicutes._.c__Clostridia._.o__Clostridiales._.f__Lachnospiraceae._.g__Hespellia	5	262	173	149	9	38	128	3	43	213	105	112	84	158	58	19	65	321	149	23	51	34	68	128	34	40	0	49	0	0	0	645	155	0	1452	64	92	324	369	45	753	73	448	308	936	70	87	14	0	86	192	155	20	151	0	22	90	101	234	118	425	128	216	0	28	60	31	9	7	235	625	307	115	165	76	364	40	0	73	559	103	471	0	0	435	83	161	14	132	53	864	1752	311	176	1	759	2	272	99	197	182	80	205	386	24	65	0	103	0	35	121	231	270	167	0	110
k__Bacteria._.p__Firmicutes._.c__Clostridia._.o__Clostridiales._.f__Lachnospiraceae._.g__Howardella	0	0	0	28	0	97	0	0	45	232	0	0	0	0	190	0	14	0	73	11	0	0	0	0	25	0	0	243	0	0	0	0	0	0	0	2	0	0	0	157	0	0	0	0	0	0	128	0	0	577	342	51	7	38	0	14	0	0	0	0	5	43	61	0	0	0	0	31	0	0	0	0	0	0	34	0	0	0	0	0	0	165	86	0	0	0	0	0	68	0	0	0	0	0	0	224	0	94	0	0	0	138	4	0	0	0	0	0	0	0	79	0	0	208	0	22
k__Bacteria._.p__Firmicutes._.c__Clostridia._.o__Clostridiales._.f__Lachnospiraceae._.g__Lachnoanaerobaculum	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	6	0	0	0	0	0	7	0	4	0	0	0	0	0	0	0	0	19	0	0	0	0	0	1	0	4	0	3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	14	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Firmicutes._.c__Clostridia._.o__Clostridiales._.f__Lachnospiraceae._.g__Lachnobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Firmicutes._.c__Clostridia._.o__Clostridiales._.f__Lachnospiraceae._.g__Lachnospiracea_incertae_sedis	86	4213	6422	1736	787	431	4837	2541	1693	2987	3238	529	502	2851	2069	1973	1054	899	1575	958	2881	420	697	4854	2884	597	13266	948	505	7	9835	15929	3725	4467	4435	3579	10083	8020	5880	7261	4380	2622	7650	11338	2627	1573	2935	862	7745	6736	3365	2498	1621	301	1709	4384	3038	9331	6659	6720	1632	257	2683	1739	1043	4042	1503	789	3109	5381	15440	2798	1195	3216	940	3602	964	2697	2299	3050	6924	6220	2624	6455	3759	2170	3007	17	3335	4807	4741	10637	3357	3933	5249	3326	106	979	302	937	1166	2328	1249	4001	11043	1377	12352	6680	15	1751	2378	2841	1970	6548	19880	723
k__Bacteria._.p__Firmicutes._.c__Clostridia._.o__Clostridiales._.f__Lachnospiraceae._.g__Lactonifactor	0	8	18	0	0	0	8	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	71	47	0	64	2	0	8	0	5	0	0	0	0	0	0	0	0	0	13	0	0	1	0	0	0	0	1	3	1	0	11	2	0	7	0	1	58	0	5	0	30	6	0	0	0	54	0	2	0	7	5	0	47	2	0	0	1	28	0	0	12	0	59	6	3	4	4	2	3	0	5	7	0	0	12	0	21	0	649	17	7	24	0	0	0	0
k__Bacteria._.p__Firmicutes._.c__Clostridia._.o__Clostridiales._.f__Lachnospiraceae._.g__Moryella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	8	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Firmicutes._.c__Clostridia._.o__Clostridiales._.f__Lachnospiraceae._.g__Oribacterium	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0	1	0	0	0	0	5	0	0	6	1	0	30	2	0	7	0	10	0	0	0	20	1	17	0	0	2	4	29	2	13	1	6	0	8	0	0	0	0	0	1	4	6	0	1	0	0	0	1	0	0	0	0	2	0	5	1	5	0	1	0	0	0	2	0	0	1	1	0	0	0	0	0	8	0	19	7	0	0	0	9	0	0	1	0	0
k__Bacteria._.p__Firmicutes._.c__Clostridia._.o__Clostridiales._.f__Lachnospiraceae._.g__Pseudobutyrivibrio	0	0	0	0	1	4	0	0	0	0	1	0	0	0	0	0	39	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	125	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	685	0	22	0	0	0	270	0	0	0	0	0	0	0	14	0	0
k__Bacteria._.p__Firmicutes._.c__Clostridia._.o__Clostridiales._.f__Lachnospiraceae._.g__Robinsoniella	0	37	0	0	0	0	10	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	50	0	0	1	1	0	0	18	0	0	0	6	0	0	0	4	1	0	18	0	0	4	0	0	4	7	0	0	1	0	1	0	0	0	10	1	0	0	0	0	0	0	6	0	2	0	3	0	0	0	0	0	1	0	0	0	7	0	0	5	0	0	0	1	0	0	1	0	2	0	0	2	0	0	0	0	0	0	0	5	0	0
k__Bacteria._.p__Firmicutes._.c__Clostridia._.o__Clostridiales._.f__Lachnospiraceae._.g__Roseburia	201	4885	540	1375	1835	1188	873	4703	3687	2437	4013	18	662	176	68	808	1145	105	833	844	1114	230	1185	9871	566	2685	30504	172	158	933	12098	49813	11828	1007	4271	5495	41401	12938	7064	1482	7506	1249	2046	4252	824	4121	2417	227	5086	3846	2350	2374	986	10554	8990	1032	3	1750	4686	5458	59	161	7194	723	5911	43	421	715	1637	6262	4964	6383	1785	422	3690	7624	3960	220	284	6552	4525	463	2389	4879	793	7912	1045	4	1929	1471	1281	322	7374	1112	305	1718	29	5706	50	6702	757	3261	4746	8394	2097	2624	1	5603	641	16	6822	7260	3500	3841	4	3891
k__Bacteria._.p__Firmicutes._.c__Clostridia._.o__Clostridiales._.f__Lachnospiraceae._.g__Ruminococcus2	262	1249	2446	610	209	155	603	1729	270	2341	597	261	796	73	1592	880	325	64	2373	505	1639	157	75	2454	612	639	7206	2643	108	4557	6871	24451	1397	18547	2226	1530	30727	2495	3612	894	3763	4972	6314	2873	3254	1447	436	2078	885	1912	868	2218	402	2744	3851	724	3478	2782	2613	884	304	862	636	321	1097	291	1700	674	1642	25441	11055	1738	2418	3491	1699	3262	1163	782	1047	5599	631	3434	2752	412	3344	1206	4132	2962	2234	3979	549	19900	4516	4061	134	1542	274	1683	182	5243	1751	1467	2193	3796	1730	2100	75	70	203	108	1236	1391	9354	1961	6	4891
k__Bacteria._.p__Firmicutes._.c__Clostridia._.o__Clostridiales._.f__Lachnospiraceae._.g__Syntrophococcus	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	6	3	0	347	0	0	9	0
k__Bacteria._.p__Firmicutes._.c__Clostridia._.o__Clostridiales._.f__Peptococcaceae_1._.g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	2	0	0	0	0	0
k__Bacteria._.p__Firmicutes._.c__Clostridia._.o__Clostridiales._.f__Peptococcaceae_1._.g__Peptococcus	0	0	0	43	0	0	0	0	0	203	0	0	0	213	0	150	0	1	0	0	0	0	0	208	0	84	0	0	0	0	321	0	0	0	0	6	0	0	0	158	0	0	0	11	0	0	0	0	1	2	270	0	18	375	0	0	0	1	0	0	123	0	6	622	0	0	0	0	331	0	0	0	0	0	115	0	0	0	0	0	0	0	0	2	0	0	729	0	87	492	0	0	0	0	0	0	97	550	0	85	1	455	0	1	179	0	0	0	0	0	117	0	0	292	0	0
k__Bacteria._.p__Firmicutes._.c__Clostridia._.o__Clostridiales._.f__Peptostreptococcaceae._.g__	0	10	3	0	0	2	1	1	10	11	11	0	9	14	0	6	0	0	9	8	5	0	0	24	0	7	78	29	18	0	72	2	2	2	30	0	18	7	10	46	17	7	24	119	0	10	49	88	32	20	14	6	1	0	2	0	0	6	28	9	0	0	0	3	19	1	6	1	6	100	64	0	3	16	2	36	18	58	2	44	74	4	0	67	0	9	26	1	1	4	18	279	34	15	4	0	0	5	0	0	4	3	0	9	3	0	11	38	0	4	1	2	8	13	2	15
k__Bacteria._.p__Firmicutes._.c__Clostridia._.o__Clostridiales._.f__Peptostreptococcaceae._.g__Clostridium_XI	4	1413	219	2	27	81	18	50	1538	690	409	19	122	916	5	807	19	17	255	1104	135	82	164	1660	491	627	3623	980	848	182	1880	181	763	83	3243	4	308	36	189	1074	470	594	1148	1209	0	110	1234	8291	953	1031	521	222	16	14	1445	28	156	175	489	427	44	68	24	588	278	46	760	3951	158	859	1637	7	139	597	75	1089	3253	1982	35	1315	1596	221	9	866	92	353	698	20	658	361	271	4836	1360	284	40	1	116	707	63	0	42	185	4	193	729	1200	361	4659	25	710	13	210	842	1255	60	300
k__Bacteria._.p__Firmicutes._.c__Clostridia._.o__Clostridiales._.f__Peptostreptococcaceae._.g__Filifactor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Firmicutes._.c__Clostridia._.o__Clostridiales._.f__Peptostreptococcaceae._.g__Peptostreptococcus	0	0	0	0	0	0	1	4	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	1	0	0	2	13	20	2	9	1	0	0	0	12	0	4	103	2	1	21	23	3437	1	3	1	6	60	0	4	71	0	145	315	0	25	11	8	1	10	89	3	0	1	0	0	17	1	3	3	5	0	1	1	3	0	993	2	1	4	0	0	0	0	0	1	1	41	172	21	0	2	5	0	0	42	1	0	2964	0	0	208	0	0	578	0	25	0	0	0	75	1172	5	0	0
