#OTU ID	GSVY1IH01.MID4.pool1-1	GG349S001.MID13.1320	GSVY1IH02.MID8.pool2-8	GSVY1IH02.MID10.pool2-1	GSVY1IH03.MID9.pool3-9	GSVY1IH03.MID8.pool3-8	GSVY1IH03.MID6.pool3-6	GSVY1IH04.MID12.pool4-12	GSVY1IH03.MID12.pool3-1	GG349S002.MID13.1321	GSVY1IH01.MID12.pool1-12	GG349S003.MID13.1322	GSVY1IH01.MID2.pool1-2	GG349S007.MID13.1327	GSVY1IH01.MID8.pool1-8	GSVY1IH02.MID2.pool2-2	GSVY1IH03.MID7.pool3-7	GSVY1IH03.MID12.pool3-12	GSVY1IH04.MID2.pool4-2	GSVY1IH01.MID7.pool1-7	GSVY1IH04.MID7.pool4-7	GSVY1IH03.MID3.pool3-3	GG349S004.MID13.1323	GSVY1IH04.MID6.pool4-6	GSVY1IH04.MID3.pool4-3	GSVY1IH01.MID6.pool1-6	GSVY1IH02.MID7.pool2-7	GSVY1IH04.MID8.pool4-8	GSVY1IH02.MID6.pool2-6	GSVY1IH01.MID4.pool1-4	GSVY1IH01.MID9.pool1-9	GSVY1IH02.MID4.pool2-4	GG349S005.MID13.1325	GSVY1IH03.MID4.pool3-4	GSVY1IH04.MID4.pool4-4	GSVY1IH04.MID9.pool4-9	GG349S006.MID13.1326	GSVY1IH01.MID5.pool1-5	GSVY1IH01.MID10.pool1-10	GG349S008.MID13.1328
k__Bacteria._.p__Firmicutes._.c__Clostridia._.o__Clostridiales._.f__Ruminococcaceae._.g__Gemmiger	1	0	17	73	2	4	8	1	277	0	0	0	41	4	0	24	1	1	239	6	3	0	0	32	0	6	60	2	1	0	2	0	12	0	0	2	0	56	19	0
k__Bacteria._.p__Firmicutes._.c__Clostridia._.o__Clostridiales._.f__Ruminococcaceae._.g__Oscillibacter	76	23	9	48	6	8	2	15	3	23	9	0	3	0	0	8	0	3	68	9	9	4	0	15	0	1	9	0	9	0	9	1	86	0	0	2	0	24	26	4
k__Bacteria._.p__Firmicutes._.c__Clostridia._.o__Clostridiales._.f__Ruminococcaceae._.g__Ruminococcus	0	0	7	3	0	0	1	0	12	4	0	4	3	0	0	3	0	0	16	3	9	0	0	3	0	2	2	0	0	0	0	0	2	0	0	2	0	6	2	0
k__Bacteria._.p__Firmicutes._.c__Erysipelotrichia._.o__Erysipelotrichales._.f__Erysipelotrichaceae._.g__Clostridium_XVIII	0	0	1	0	1	2	0	0	28	297	10	45	0	0	5	1	0	27	4	1	2	4	35	0	3	3	1	24	22	0	0	2	3	0	0	2	9	2	0	0
k__Bacteria._.p__Firmicutes._.c__Erysipelotrichia._.o__Erysipelotrichales._.f__Erysipelotrichaceae._.g__Coprobacillus	0	0	0	0	0	0	1	0	1	15	0	7	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	5	0	0	0	0	0	3	0	0
k__Bacteria._.p__Firmicutes._.c__Erysipelotrichia._.o__Erysipelotrichales._.f__Erysipelotrichaceae._.g__Erysipelotrichaceae_incertae_sedis	25	3	2	1	0	14	1	11	194	2	9	39	17	9	17	7	1	13	45	11	2	28	114	3	26	2	36	51	147	0	13	2	35	0	0	1	12	2	0	12
k__Bacteria._.p__Firmicutes._.c__Erysipelotrichia._.o__Erysipelotrichales._.f__Erysipelotrichaceae._.g__Turicibacter	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Firmicutes._.c__Negativicutes._.o__Selenomonadales._.f__._.g__	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0
k__Bacteria._.p__Firmicutes._.c__Negativicutes._.o__Selenomonadales._.f__Acidaminococcaceae._.g__Acidaminococcus	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	3	0	3	0	0
k__Bacteria._.p__Firmicutes._.c__Negativicutes._.o__Selenomonadales._.f__Veillonellaceae._.g__	1	0	3	3	3	44	13	4	1	4	11	13	8	0	7	3	0	3	19	0	0	3	4	60	0	10	0	45	5	0	12	1	28	0	1	11	58	0	1	0
k__Bacteria._.p__Firmicutes._.c__Negativicutes._.o__Selenomonadales._.f__Veillonellaceae._.g__Dialister	0	0	17	6	10	0	7	7	0	0	3	0	302	7	0	11	10	0	16	65	1	0	0	5	0	100	17	0	2	5	42	7	3	0	1	54	3	239	4	50
k__Bacteria._.p__Firmicutes._.c__Negativicutes._.o__Selenomonadales._.f__Veillonellaceae._.g__Megasphaera	183	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	80	0	0	63	329	0	0	0	0	0	31	0	0	0	7	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Firmicutes._.c__Negativicutes._.o__Selenomonadales._.f__Veillonellaceae._.g__Selenomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
k__Bacteria._.p__Firmicutes._.c__Negativicutes._.o__Selenomonadales._.f__Veillonellaceae._.g__Veillonella	4	7	0	325	0	0	1	32	1	0	4	0	4	0	2	3	1	45	43	0	0	12	7	1	0	0	37	0	0	0	3	0	2	0	0	0	577	1	1	5
k__Bacteria._.p__Fusobacteria._.c__Fusobacteriia._.o__Fusobacteriales._.f__Fusobacteriaceae._.g__Fusobacterium	0	0	0	0	7	0	355	2	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	0	0	46	21	0	0	0
k__Bacteria._.p__Proteobacteria._.c__Betaproteobacteria._.o__Burkholderiales._.f__Oxalobacteraceae._.g__Herminiimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
k__Bacteria._.p__Proteobacteria._.c__Betaproteobacteria._.o__Burkholderiales._.f__Sutterellaceae._.g__Parasutterella	1	16	0	26	0	0	3	0	0	0	0	1	41	0	7	0	0	0	0	0	0	0	0	12	0	7	0	1	0	38	13	2	0	2	5	0	0	0	0	0
k__Bacteria._.p__Proteobacteria._.c__Betaproteobacteria._.o__Burkholderiales._.f__Sutterellaceae._.g__Sutterella	11	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	6	0	0	1	0	113	0	14	0	0	6	0	0	1	48
k__Bacteria._.p__Proteobacteria._.c__Betaproteobacteria._.o__Neisseriales._.f__Neisseriaceae._.g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	1	0	0	0	0	0
k__Bacteria._.p__Proteobacteria._.c__Deltaproteobacteria._.o__._.f__._.g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
k__Bacteria._.p__Proteobacteria._.c__Deltaproteobacteria._.o__Desulfovibrionales._.f__Desulfovibrionaceae._.g__Bilophila	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Proteobacteria._.c__Epsilonproteobacteria._.o__Campylobacterales._.f__Campylobacteraceae._.g__Campylobacter	0	0	0	9	21	69	1	0	0	0	0	0	5	0	0	1	0	0	0	4	0	0	0	0	0	16	0	0	0	0	35	0	0	0	0	11	0	12	0	0
k__Bacteria._.p__Proteobacteria._.c__Gammaproteobacteria._.o__Enterobacteriales._.f__Enterobacteriaceae._.g__	1	0	47	21	13	118	1053	0	105	0	0	1	506	961	1409	14	5	0	25	140	5	1	6	3	12	0	0	79	40	530	241	363	252	194	654	8	19	46	462	3
k__Bacteria._.p__Proteobacteria._.c__Gammaproteobacteria._.o__Enterobacteriales._.f__Enterobacteriaceae._.g__Citrobacter	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Proteobacteria._.c__Gammaproteobacteria._.o__Enterobacteriales._.f__Enterobacteriaceae._.g__Proteus	0	0	0	118	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Proteobacteria._.c__Gammaproteobacteria._.o__Enterobacteriales._.f__Enterobacteriaceae._.g__Serratia	0	0	0	0	0	1	3	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0
k__Bacteria._.p__Proteobacteria._.c__Gammaproteobacteria._.o__Enterobacteriales._.f__Enterobacteriaceae._.g__Yersinia	0	0	0	0	0	0	1	0	1	0	0	0	89	2	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
k__Bacteria._.p__Proteobacteria._.c__Gammaproteobacteria._.o__Pasteurellales._.f__Pasteurellaceae._.g__	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Proteobacteria._.c__Gammaproteobacteria._.o__Pasteurellales._.f__Pasteurellaceae._.g__Haemophilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	7	0	0	0	0	0	0	0	0	0	0	8	1	1	1	0	1	0	0	0	1	0
k__Bacteria._.p__Proteobacteria._.c__Gammaproteobacteria._.o__Pseudomonadales._.f__Pseudomonadaceae._.g__Pseudomonas	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
k__Bacteria._.p__Spirochaetes._.c__Spirochaetia._.o__Spirochaetales._.f__Spirochaetaceae._.g__Treponema	0	0	0	0	0	0	0	43	0	0	10	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria._.p__Synergistetes._.c__Synergistia._.o__Synergistales._.f__Synergistaceae._.g__Cloacibacillus	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
k__Bacteria._.p__Synergistetes._.c__Synergistia._.o__Synergistales._.f__Synergistaceae._.g__Jonquetella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
k__Bacteria._.p__Tenericutes._.c__Mollicutes._.o__._.f__._.g__	0	0	0	0	0	32	0	6	0	0	0	0	0	0	0	0	0	0	0	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
k__Bacteria._.p__Tenericutes._.c__Mollicutes._.o__Mycoplasmatales._.f__Mycoplasmataceae._.g__Ureaplasma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0
k__Bacteria._.p__Verrucomicrobia._.c__Verrucomicrobiae._.o__Verrucomicrobiales._.f__Verrucomicrobiaceae._.g__Akkermansia	40	0	12	0	12	19	1	0	57	0	0	0	0	0	0	0	15	0	0	24	58	0	0	3	0	1	12	0	1	0	0	1	0	0	0	8	0	0	0	0
